Date,Open,High,Low,Close,Adj Close,Volume
2021-09-22,154.116669,156.446671,153.553329,156.086670,144.480362,1309200
2021-09-23,156.826660,158.666672,156.263336,158.166672,146.405716,2407200
2021-09-24,156.583328,157.936661,156.333328,157.600006,146.956192,1191900
2021-09-27,155.913330,157.833328,154.990005,157.216660,146.598740,1339800
2021-09-28,154.246674,155.143326,151.066666,151.066666,140.864075,5448000
2021-09-29,151.403336,151.846664,148.393326,148.683334,138.641724,6776400
2021-09-30,150.093338,151.073334,148.583328,148.623337,138.585770,4524900
2021-10-01,149.213333,149.493332,146.276672,148.720001,138.675903,3114900
2021-10-04,147.949997,148.039993,144.446671,144.889999,135.104584,4161900
2021-10-05,145.583328,148.103333,145.339996,147.083328,137.149765,3156000
2021-10-06,145.446671,147.770004,144.943329,147.656662,137.684387,3410700
2021-10-07,149.563339,151.363327,149.193329,149.383331,139.294434,1913400
2021-10-08,149.919998,150.113327,147.733337,147.853333,137.867783,1672200
2021-10-11,147.266663,149.353333,146.809998,146.863327,136.944626,1532100
2021-10-12,147.789993,148.006668,144.419998,145.029999,135.235092,3201900
2021-10-13,146.080002,146.773331,145.389999,145.866669,136.015259,1756500
2021-10-14,148.556671,150.406662,148.143326,150.393326,140.236221,2486100
2021-10-15,151.496674,151.850006,150.630005,151.396667,141.171814,1639500
2021-10-18,150.496674,152.666672,149.633331,152.616669,142.309418,1352700
2021-10-19,152.966660,154.486664,152.270004,154.486664,144.053116,1394100
2021-10-20,153.929993,154.770004,153.500000,154.166672,143.754730,1261500
2021-10-21,153.176666,155.919998,153.106674,155.720001,145.203140,1303200
2021-10-22,154.899994,156.500000,153.706665,153.973328,143.574448,3284400
2021-10-25,154.759995,155.919998,154.199997,155.029999,144.559753,1684800
2021-10-26,156.243332,156.800003,154.600006,155.146667,144.668549,1879200
2021-10-27,154.203339,155.839996,153.486664,154.033340,143.630417,3226200
2021-10-28,156.089996,157.633331,155.809998,157.506668,146.869156,3278100
2021-10-29,156.176666,158.229996,156.000000,158.210007,147.525024,2135700
2021-11-01,158.399994,160.826660,158.000000,160.789993,149.930710,2547300
2021-11-02,160.703339,162.796661,160.703339,162.789993,151.795670,2225400
2021-11-03,163.000000,164.866669,162.369995,164.666672,153.545578,2175000
2021-11-04,166.526672,170.970001,165.619995,170.206665,158.711441,4080900
2021-11-05,171.266663,173.416672,170.389999,172.096664,160.473801,4534800
2021-11-08,173.163330,175.559998,172.536667,174.423340,162.643311,2921400
2021-11-09,176.163330,176.363327,172.543335,174.423340,162.643311,2722800
2021-11-10,171.149994,173.490005,168.543335,169.279999,157.847351,3934200
2021-11-11,172.080002,173.273331,170.750000,172.860001,161.185562,2283000
2021-11-12,173.460007,175.376663,172.503326,174.550003,162.761444,1970400
2021-11-15,175.856674,175.856674,172.626663,174.419998,162.640228,2318100
2021-11-16,173.633331,177.353333,173.423340,177.033340,165.077057,2023200
2021-11-17,177.123337,177.123337,174.940002,175.800003,163.927017,1575600
2021-11-18,178.996674,179.636673,177.033340,178.740005,166.668472,1997100
2021-11-19,178.766663,180.449997,177.876663,179.236664,167.131546,3405900
2021-11-22,180.266663,182.706665,176.399994,176.639999,164.710281,4422600
2021-11-23,176.449997,177.636673,172.973328,175.929993,164.048218,2422800
2021-11-24,174.550003,177.953339,172.803329,177.863327,165.850983,2117100
2021-11-26,174.506668,176.086670,171.639999,172.913330,161.235306,2448000
2021-11-29,175.476669,179.960007,174.816666,179.559998,167.433060,2412300
2021-11-30,178.853333,180.529999,174.906662,176.413330,164.498947,3264300
2021-12-01,179.000000,182.160004,174.993332,175.003326,163.184143,3112500
2021-12-02,173.199997,176.476669,171.876663,175.256668,163.420364,3124500
2021-12-03,177.736664,179.496674,172.850006,174.813339,163.006973,2490900
2021-12-06,174.473328,175.123337,169.126663,174.589996,162.798706,2091600
2021-12-07,178.493332,183.759995,178.493332,183.399994,171.013718,2692200
2021-12-08,182.426666,182.586670,180.326660,182.206665,169.900970,1666500
2021-12-09,181.130005,182.936661,177.860001,178.016663,165.993973,1674000
2021-12-10,181.336670,182.199997,177.473328,179.696671,167.560516,2020500
2021-12-13,180.113327,180.193329,174.320007,174.626663,163.627838,2286600
2021-12-14,172.483337,174.703339,171.523331,173.786667,162.840775,2888100
2021-12-15,174.139999,180.330002,171.800003,180.166672,168.818939,2344200
2021-12-16,180.899994,181.410004,171.273331,172.306671,161.453964,2797800
2021-12-17,170.610001,174.639999,170.039993,171.899994,161.072922,2702100
2021-12-20,169.399994,171.883331,168.693329,170.553329,159.811081,2145900
2021-12-21,174.396667,176.789993,172.013336,176.706665,165.576859,1624200
2021-12-22,175.796661,178.543335,174.883331,178.543335,167.297836,2134800
2021-12-23,178.899994,181.436661,178.896667,180.270004,168.915726,2100300
2021-12-27,180.929993,185.250000,180.886673,185.210007,173.544617,2503500
2021-12-28,186.066666,186.093338,182.320007,183.166672,171.629959,1974900
2021-12-29,183.096664,184.593338,182.323334,183.446671,171.892349,1254900
2021-12-30,183.003326,183.763336,180.756668,181.320007,170.043304,1361700
2021-12-31,181.506668,182.713333,180.753326,180.773331,169.530624,1217400
2022-01-03,181.990005,184.546661,181.273331,184.366669,172.900467,1699800
2022-01-04,185.186661,186.339996,179.373337,183.800003,172.369049,3504600
2022-01-05,182.393326,183.960007,177.396667,177.556671,166.514023,3751800
2022-01-06,177.529999,179.773331,175.606674,178.936661,167.808182,2934300
2022-01-07,178.763336,179.416672,173.203339,173.746674,162.940964,2284500
2022-01-10,171.596664,174.186661,168.000000,173.809998,163.000336,5377500
2022-01-11,173.226669,177.286667,171.946671,177.080002,166.067001,3157200
2022-01-12,178.789993,180.023331,176.603333,178.380005,167.286148,3571500
2022-01-13,181.106674,182.616669,173.773331,174.216660,163.381714,3268800
2022-01-14,172.836670,178.553329,172.813339,178.386673,167.292374,3401700
2022-01-18,175.536667,175.559998,170.039993,170.413330,159.814926,7686000
2022-01-19,171.796661,172.853333,165.283340,165.399994,155.113403,9931800
2022-01-20,166.676666,168.000000,160.000000,160.213333,150.249298,8349900
2022-01-21,159.093338,163.616669,157.196671,157.546661,147.748459,13946100
2022-01-24,154.253326,159.643326,148.976669,159.346664,149.436523,15465300
2022-01-25,155.250000,157.160004,152.516663,153.399994,143.859695,10710300
2022-01-26,157.706665,162.256668,153.399994,155.756668,146.069809,8508000
2022-01-27,157.296661,157.486664,148.323334,148.823334,139.567673,8400900
2022-01-28,148.703339,151.676666,144.426666,151.676666,142.243530,7173000
2022-01-31,152.436661,160.066666,151.596664,159.823334,149.883575,7846800
2022-02-01,161.386673,161.646667,157.130005,161.153336,151.130844,4068900
2022-02-02,164.410004,165.639999,162.086670,165.223328,154.947693,5229000
2022-02-03,161.066666,163.729996,157.426666,158.033340,148.204880,6506400
2022-02-04,157.296661,160.300003,155.166672,158.940002,149.055145,5061300
2022-02-07,159.333328,161.503326,158.250000,158.850006,148.970764,3501900
2022-02-08,158.176666,163.196671,157.913330,162.866669,152.737610,2941200
2022-02-09,165.013336,168.229996,162.946671,168.210007,157.748642,5061000
2022-02-10,164.106674,169.293335,162.039993,162.966660,152.831390,4614000
2022-02-11,163.240005,164.426666,153.563339,154.673340,145.053818,7881900
2022-02-14,155.199997,157.946671,152.800003,154.820007,145.191406,5697300
2022-02-15,158.169998,163.786667,157.750000,163.363327,153.203400,4881000
2022-02-16,161.356674,164.023331,159.929993,163.416672,153.253433,2713200
2022-02-17,161.246674,161.470001,157.036667,157.279999,147.498398,6003000
2022-02-18,157.353333,157.933334,153.360001,155.523331,145.850983,5866200
2022-02-22,153.843338,158.286667,152.123337,154.576660,144.963150,8370000
2022-02-23,156.369995,158.000000,150.406662,150.893326,141.508911,6525600
2022-02-24,145.026672,156.663330,144.676666,156.413330,146.685638,8669100
2022-02-25,156.406662,159.020004,154.190002,159.020004,149.130157,7065000
2022-02-28,156.949997,159.456665,154.869995,158.053329,148.223618,4359300
2022-03-01,157.413330,158.330002,150.653336,152.323334,142.850006,4265700
2022-03-02,153.589996,158.263336,153.233337,157.166672,147.392105,2850600
2022-03-03,158.126663,158.173340,152.933334,153.869995,144.300476,4177800
2022-03-04,152.369995,153.713333,148.100006,149.786667,140.471085,4443300
2022-03-07,150.233337,151.303329,142.243332,142.273331,133.425003,5869200
2022-03-08,143.243332,150.296661,140.853333,145.000000,135.982117,7909500
2022-03-09,149.880005,152.216660,148.173340,151.076660,141.680862,4699800
2022-03-10,148.403336,148.550003,145.066666,147.976669,138.773666,4805700
2022-03-11,150.123337,150.399994,144.506668,144.800003,135.794540,6524400
2022-03-14,144.366669,145.116669,139.453339,140.113327,131.399353,5683800
2022-03-15,141.516663,146.899994,140.630005,146.553329,137.438828,3980400
2022-03-16,149.039993,154.123337,147.423340,154.100006,144.516205,4868700
2022-03-17,152.353333,155.050003,151.176666,155.050003,145.407059,4133100
2022-03-18,153.970001,158.716660,153.016663,158.076660,148.245529,5004600
2022-03-21,157.466660,159.056671,154.943329,157.763336,147.951660,4801500
2022-03-22,157.476669,160.513336,157.320007,158.636673,148.770691,2886600
2022-03-23,157.186661,159.110001,154.596664,154.639999,145.022598,3530400
2022-03-24,155.940002,162.266663,155.300003,162.139999,152.921417,5002500
2022-03-25,161.960007,162.399994,159.089996,161.773331,152.575607,3103200
2022-03-28,160.803329,163.029999,158.486664,163.029999,153.760803,2735700
2022-03-29,165.630005,167.029999,163.399994,166.766663,157.285019,3093600
2022-03-30,165.476669,166.063339,160.576660,161.433334,152.254913,3269100
2022-03-31,161.313339,162.029999,157.336670,157.759995,148.790436,3369300
2022-04-01,158.426666,158.796661,152.393326,154.703339,145.907578,5391900
2022-04-04,155.106674,157.436661,154.523331,157.216660,148.277985,2705100
2022-04-05,155.929993,156.063339,149.580002,149.979996,141.452774,4054800
2022-04-06,146.666672,148.906662,145.000000,146.250000,137.934860,4836900
2022-04-07,146.050003,147.883331,143.503326,146.570007,138.236679,3511800
2022-04-08,145.353333,145.406662,142.703339,142.933334,134.806763,4500300
2022-04-11,140.820007,142.000000,139.673340,139.996674,132.037079,4291800
2022-04-12,142.956665,144.013336,138.839996,139.570007,131.634659,5894700
2022-04-13,140.473328,143.559998,139.606674,142.573334,134.467239,3309000
2022-04-14,143.503326,143.536667,138.449997,138.630005,130.748093,5903400
2022-04-18,137.936661,142.276672,137.766663,141.029999,133.011642,3630300
2022-04-19,140.466660,144.423340,139.753326,144.119995,135.925934,3036600
2022-04-20,146.399994,147.669998,143.293335,143.800003,135.624161,3826200
2022-04-21,145.570007,147.190002,139.240005,139.963333,132.005615,3600300
2022-04-22,139.743332,140.520004,136.619995,136.850006,129.069305,4569000
2022-04-25,135.733337,139.199997,135.326660,139.163330,131.251099,6353700
2022-04-26,137.283340,137.523331,132.836670,132.993332,125.431915,5844000
2022-04-27,131.526672,135.573334,131.229996,132.266663,124.746536,4350300
2022-04-28,134.923340,141.046661,133.223328,139.556671,131.622070,4923300
2022-04-29,137.600006,140.270004,133.206665,133.593338,125.997787,4188300
2022-05-02,133.716660,138.206665,132.669998,138.053329,130.204224,4635300
2022-05-03,137.686661,140.289993,136.729996,139.196671,131.282547,2300100
2022-05-04,140.229996,144.836670,135.899994,144.596664,136.375519,4259400
2022-05-05,142.003326,142.216660,135.543335,137.593338,129.770370,4597200
2022-05-06,136.333328,139.403336,133.793335,136.366669,128.613434,3950400
2022-05-09,133.419998,135.046661,128.663330,129.423340,122.064873,5058600
2022-05-10,133.330002,134.813339,129.476669,132.366669,124.840866,4476600
2022-05-11,131.236664,134.326660,128.083328,128.456665,121.153175,5066100
2022-05-12,126.870003,130.313339,125.776665,129.236664,121.888817,5345100
2022-05-13,131.503326,136.783340,130.806671,135.833328,128.110428,4724400
2022-05-16,134.453339,135.873337,133.259995,133.766663,126.161270,2372400
2022-05-17,137.256668,140.623337,136.740005,140.263336,132.288574,3193200
2022-05-18,137.946671,139.863327,132.626663,133.193329,125.620514,3581100
2022-05-19,132.543335,135.786667,131.233337,132.386673,124.859741,3303300
2022-05-20,134.993332,135.003326,126.389999,132.316666,124.793709,4083900
2022-05-23,131.289993,133.240005,130.276672,132.886673,125.331314,3639300
2022-05-24,130.753326,131.190002,128.173340,129.649994,122.278656,2865600
2022-05-25,128.773331,133.223328,128.653336,131.983337,124.479332,2512500
2022-05-26,130.746674,137.753326,130.536667,137.139999,129.342804,2966700
2022-05-27,139.303329,143.016663,139.303329,142.779999,134.662140,3165600
2022-05-31,142.533340,143.306671,139.866669,142.046661,133.970505,2807100
2022-06-01,142.770004,143.490005,137.860001,139.793335,131.845291,2466000
2022-06-02,139.306671,144.806671,139.036667,144.663330,136.438400,2005800
2022-06-03,141.529999,142.330002,139.686661,140.336670,132.357727,2065500
2022-06-06,143.286667,143.759995,139.646667,140.580002,132.587234,2241900
2022-06-07,138.910004,142.103333,137.839996,141.703339,133.646698,1866600
2022-06-08,140.926666,141.500000,137.639999,138.686661,130.801529,3396000
2022-06-09,137.283340,139.676666,134.543335,134.546661,127.474159,2517000
2022-06-10,132.333328,133.476669,129.496674,129.766663,122.945396,3599100
2022-06-13,125.000000,126.643333,121.809998,122.279999,115.852287,4042800
2022-06-14,123.623337,124.173332,121.516670,122.959999,116.496536,2831100
2022-06-15,124.410004,127.273331,122.269997,125.073334,118.498787,3811200
2022-06-16,121.419998,121.543335,116.056664,117.536667,111.358284,3921300
2022-06-17,117.800003,118.866669,115.306664,118.013336,111.809891,3400200
2022-06-21,120.503334,122.923332,120.416664,121.103333,114.737473,2830200
2022-06-22,119.016670,121.553329,118.839996,119.839996,113.540543,4106700
2022-06-23,120.550003,120.653336,117.153336,119.026665,112.769958,2178900
2022-06-24,120.889999,124.300003,120.626663,124.300003,117.766106,3783600
2022-06-27,125.423332,125.733330,123.006668,123.959999,117.443970,2497500
2022-06-28,124.693336,126.146667,120.746666,120.936668,114.579559,3039900
2022-06-29,119.279999,119.419998,116.616669,118.083336,111.876221,3393600
2022-06-30,116.426666,118.860001,114.699997,116.536667,110.410843,3285600
2022-07-01,114.596664,115.216667,110.959999,112.413330,106.504257,3875100
2022-07-05,109.566666,113.300003,108.900002,113.300003,107.344322,3391200
2022-07-06,113.410004,115.186668,112.169998,113.853333,107.868568,2672100
2022-07-07,116.526665,119.546669,116.526665,118.949997,112.697327,2866200
2022-07-08,117.226669,120.333336,116.873337,119.516670,113.234207,2334000
2022-07-11,117.706665,118.293335,116.003334,116.763336,110.625603,2490000
2022-07-12,117.523331,118.386665,116.236664,117.089996,110.935097,4494300
2022-07-13,114.699997,118.690002,114.466667,117.750000,111.560402,3564600
2022-07-14,117.436668,120.760002,115.723335,120.246666,113.925835,3186900
2022-07-15,122.083336,123.313332,120.169998,123.116669,116.644974,2984100
2022-07-18,125.156670,126.116669,121.943336,122.723335,116.272316,2959200
2022-07-19,124.660004,128.826660,124.303329,128.133331,121.397934,3116700
2022-07-20,127.940002,132.023331,127.150002,131.399994,124.492882,4845300
2022-07-21,132.083328,133.633331,130.196671,133.546661,126.526726,2753400
2022-07-22,133.116669,133.173340,129.076660,130.256668,123.409668,4548000
2022-07-25,129.256668,129.533340,127.269997,129.433334,122.629601,2862900
2022-07-26,128.573334,129.223328,126.803329,127.276665,120.586296,2510400
2022-07-27,129.559998,134.173340,129.169998,133.100006,126.103523,3214200
2022-07-28,133.393326,135.029999,130.486664,134.740005,127.657318,3532200
2022-07-29,132.789993,136.156662,132.333328,135.776672,128.639496,3840900
2022-08-01,134.813339,137.476669,133.926666,136.300003,129.135330,3812100
2022-08-02,134.759995,138.106674,134.190002,136.039993,128.888977,2124900
2022-08-03,136.020004,140.093338,135.933334,139.820007,132.470276,2860800
2022-08-04,139.496674,141.253326,139.089996,140.830002,133.427170,1919100
2022-08-05,138.360001,140.936661,137.726669,139.733337,132.388199,3279900
2022-08-08,137.806671,139.336670,135.503326,137.619995,130.385941,3061200
2022-08-09,134.440002,134.580002,129.506668,131.313339,124.410789,4368900
2022-08-10,134.813339,137.016663,133.016663,136.763336,129.574295,3456000
2022-08-11,137.923340,140.619995,136.286667,136.586670,129.406921,2403900
2022-08-12,137.496674,140.963333,136.996674,140.583328,133.193497,2049600
2022-08-15,139.956665,141.500000,139.000000,141.106674,133.689301,1325100
2022-08-16,140.383331,141.000000,138.103333,139.663330,132.321838,1566900
2022-08-17,137.523331,137.589996,134.383331,136.289993,129.125839,2640000
2022-08-18,136.660004,140.326660,136.166672,139.396667,132.069199,1698900
2022-08-19,137.476669,138.173340,134.936661,135.633331,128.503693,2323500
2022-08-22,132.883331,133.133331,129.896667,130.529999,123.668617,2903400
2022-08-23,130.623337,133.179993,130.473328,131.179993,124.284447,2430600
2022-08-24,131.029999,131.963333,129.990005,131.509995,124.597107,1251900
2022-08-25,131.636673,136.490005,131.563339,136.330002,129.163727,2679300
2022-08-26,136.023331,136.339996,128.393326,128.596664,121.836922,2838000
2022-08-29,127.230003,128.703339,125.793335,126.000000,119.376740,2575200
2022-08-30,127.356667,127.406670,123.003334,124.533333,117.987167,3212700
2022-08-31,125.083336,125.086670,122.153336,123.230003,116.752350,2974800
2022-09-01,120.086670,120.959999,117.196671,120.943336,114.585876,4537800
2022-09-02,122.806664,123.663330,119.093330,119.616669,113.328941,3841200
2022-09-06,119.596664,120.253334,117.330002,118.236664,112.021484,2692500
2022-09-07,118.713333,121.253334,117.816666,120.236664,113.916351,1699500
2022-09-08,119.070000,122.720001,118.333336,122.263336,115.836494,2823300
2022-09-09,123.873337,125.843330,123.873337,125.196671,118.615639,2066400
2022-09-12,125.736664,126.430000,124.296669,125.806664,119.193565,2610900
2022-09-13,121.023331,122.063332,117.636665,117.993332,111.790947,4065000
2022-09-14,118.879997,120.160004,117.553329,119.333336,113.060509,2722800
2022-09-15,118.529999,119.919998,116.556664,117.353333,111.184586,2432700
2022-09-16,116.063332,118.183334,115.180000,118.056664,111.850945,3392100
2022-09-19,116.550003,119.303329,116.496666,118.676666,112.438354,2146200
2022-09-20,117.529999,118.099998,116.169998,117.099998,110.944565,2630700
2022-09-21,117.316666,121.116669,115.916664,115.916664,109.823441,3535200
2022-09-22,115.253334,115.739998,112.096664,112.763336,106.835876,2936100
2022-09-23,111.430000,111.730003,109.236664,111.253334,105.405243,3881700
2022-09-26,110.266670,111.963333,108.796669,108.993332,104.964172,2881500
2022-09-27,110.973335,111.786667,108.426666,110.006668,105.940056,2977200
2022-09-28,109.096664,112.003334,108.643333,111.566666,107.442375,4045200
2022-09-29,109.526665,109.733330,106.370003,108.096664,104.100655,3009000
2022-09-30,106.699997,109.453331,106.080002,106.243332,102.315826,2722800
2022-10-03,107.453331,111.146667,106.683334,109.916664,105.853363,3747300
2022-10-04,113.456665,115.209999,113.166664,115.073334,110.819412,3182400
2022-10-05,113.166664,117.186668,112.160004,116.013336,111.724655,2505600
2022-10-06,115.893333,118.026665,115.120003,115.550003,111.278450,2850000
2022-10-07,112.106667,112.423332,107.966667,108.616669,104.601433,3969000
2022-10-10,108.193336,108.323334,103.419998,104.923332,101.044632,4665000
2022-10-11,103.053329,104.010002,100.540001,101.973335,98.203682,4818600
2022-10-12,101.839996,102.379997,100.660004,100.983330,97.250275,3107400
2022-10-13,97.033333,105.803329,95.940002,103.889999,100.049484,4911600
2022-10-14,105.343330,105.343330,99.236664,99.559998,95.879562,3887100
2022-10-17,102.209999,103.070000,100.866669,101.669998,97.911560,3760500
2022-10-18,104.849998,105.536667,100.220001,102.019997,98.248619,3558900
2022-10-19,101.293335,103.646667,100.980003,102.673332,98.877800,3043500
2022-10-20,103.239998,106.463333,102.723335,103.309998,99.490929,3567300
2022-10-21,103.040001,107.416664,102.589996,107.150002,103.188980,3703200
2022-10-24,107.510002,108.080002,105.099998,107.613335,103.635185,3784200
2022-10-25,108.066666,110.809998,107.893333,110.070000,106.001030,2770800
2022-10-26,107.796669,111.573334,107.266670,108.986664,104.957741,4811700
2022-10-27,109.699997,110.730003,106.913330,107.053329,103.095879,3589500
2022-10-28,107.250000,111.413330,106.973335,111.250000,107.137413,4192500
2022-10-31,110.246666,110.553329,108.269997,108.826668,104.803665,2394900
2022-11-01,111.013336,111.376663,109.046669,109.703331,105.647919,2810400
2022-11-02,110.396667,112.326668,106.099998,106.239998,102.312622,3193800
2022-11-03,104.253334,106.443336,103.160004,104.816666,100.941902,3752100
2022-11-04,108.596664,109.946671,107.089996,109.666664,105.612610,4601700
2022-11-07,110.683334,112.466667,109.236664,112.036667,107.895004,3548700
2022-11-08,114.133331,115.853333,112.183334,114.503334,110.270470,3901200
2022-11-09,112.563332,113.010002,110.673332,110.843330,106.745773,3578700
2022-11-10,117.183334,122.616669,116.206665,122.313332,117.791763,5347500
2022-11-11,122.910004,126.796669,121.503334,126.056664,121.396721,6114000
2022-11-14,125.373337,127.126663,124.633331,124.676666,120.067741,3683100
2022-11-15,129.843338,130.196671,126.550003,128.289993,123.547485,4897800
2022-11-16,125.366669,125.616669,122.216667,122.993332,118.446632,4775700
2022-11-17,120.440002,124.510002,120.223335,123.956665,119.374367,3961500
2022-11-18,126.029999,126.056664,122.889999,124.233330,119.640785,3105300
2022-11-21,122.879997,123.320000,121.786667,122.173332,117.656952,1815000
2022-11-22,123.220001,125.910004,122.186668,125.813332,121.162376,3290700
2022-11-23,125.680000,128.559998,125.663330,127.333336,122.626198,3905400
2022-11-25,126.556664,127.000000,125.636665,125.636665,120.992249,1164000
2022-11-28,124.076668,125.389999,121.650002,122.496666,117.968323,3197700
2022-11-29,122.863335,123.553329,121.276665,122.023331,117.512489,1828200
2022-11-30,122.480003,129.433334,121.339996,129.343338,124.561905,4166100
2022-12-01,130.110001,130.243332,126.623337,128.413330,123.666260,4130700
2022-12-02,125.193336,127.163330,124.553329,126.963333,122.269867,3110400
2022-12-05,126.099998,127.316666,124.223335,125.356667,120.722610,2709300
2022-12-06,125.343330,125.473335,121.480003,122.720001,118.183395,2182200
2022-12-07,121.410004,123.316666,121.180000,122.456665,117.929810,2111400
2022-12-08,123.203331,126.086670,122.383331,125.996666,121.338943,2694300
2022-12-09,125.440002,127.036667,124.383331,124.830002,120.215401,1749000
2022-12-12,124.216667,127.176666,123.580002,127.040001,122.343704,2178900
2022-12-13,132.403336,132.979996,127.250000,128.863327,125.145790,4521000
2022-12-14,128.550003,130.089996,125.446671,126.930000,123.268234,3972000
2022-12-15,124.263336,124.803329,121.393333,121.559998,118.053146,3881100
2022-12-16,120.913330,121.963333,119.449997,120.639999,117.159691,2465700
2022-12-19,120.513336,120.790001,117.916664,119.146667,115.709442,2231700
2022-12-20,117.660004,119.506668,117.393333,118.419998,115.003746,2275500
2022-12-21,119.246666,121.486664,119.016670,121.086670,117.593483,2291700
2022-12-22,118.733330,118.923332,113.746666,116.193336,112.841301,5403300
